eventID,time,location,description,arrest, source
24601,6/15/2019 20:35,"(41.770182969, -87.680169774)",FIRST DEGREE MURDER,FALSE,Official
24600,6/15/2019 6:14,"(41.752266466, -87.601569405)",FIRST DEGREE MURDER,TRUE,Official
24603,6/16/2019 2:51,"(41.732599207, -87.585555292)",FIRST DEGREE MURDER,FALSE,Official
24602,6/16/2019 1:26,"(41.848873261, -87.712479744)",FIRST DEGREE MURDER,FALSE,Official
24605,6/16/2019 23:57,"(41.752480297, -87.56990311)",FIRST DEGREE MURDER,FALSE,Official
24604,6/16/2019 22:37,"(41.776534731, -87.68966672)",FIRST DEGREE MURDER,FALSE,Official
24606,6/17/2019 2:35,"(41.935855273, -87.644257764)",FIRST DEGREE MURDER,FALSE,Official
24608,6/18/2019 6:06,"(41.776018543, -87.615520426)",FIRST DEGREE MURDER,FALSE,Official
20251,1/19/2012 1:10,"(41.898075998, -87.641600681)",FIRST DEGREE MURDER,TRUE,Official
24610,6/19/2019 21:35,"(41.763714219, -87.691781545)",FIRST DEGREE MURDER,FALSE,Official
24609,6/19/2019 14:36,"(41.711437469, -87.639309285)",FIRST DEGREE MURDER,FALSE,Official
22964,11/19/2016 0:56,"(41.78974981, -87.711833148)",FIRST DEGREE MURDER,TRUE,Official
23953,5/22/2018 3:31,"(41.939362537, -87.703031512)",FIRST DEGREE MURDER,TRUE,Official
24611,6/20/2019 14:49,"(41.879309009, -87.760373544)",FIRST DEGREE MURDER,TRUE,Official
24492,4/17/2019 22:55,"(41.921718147, -87.723021662)",FIRST DEGREE MURDER,TRUE,Official
4772,9/17/2008 16:39,"(41.776816906, -87.724309444)",FIRST DEGREE MURDER,TRUE,Official
24613,6/21/2019 12:51,"(41.748542818, -87.599046491)",FIRST DEGREE MURDER,FALSE,Official
24615,6/21/2019 22:47,"(41.860175271, -87.709147333)",FIRST DEGREE MURDER,FALSE,Official
24612,6/21/2019 18:00,"(41.884545666, -87.737312133)",FIRST DEGREE MURDER,FALSE,Official
24614,6/21/2019 14:52,"(41.773061957, -87.672529994)",FIRST DEGREE MURDER,FALSE,Official
22517,6/2/2016 23:36,"(41.872707718, -87.712080245)",FIRST DEGREE MURDER,TRUE,Official
24616,6/22/2019 3:44,"(41.882323559, -87.737982768)",FIRST DEGREE MURDER,FALSE,Official
24617,6/22/2019 16:28,"(41.71752439, -87.598267882)",FIRST DEGREE MURDER,FALSE,Official
24618,6/23/2019 4:38,"(41.760272856, -87.680574497)",FIRST DEGREE MURDER,FALSE,Official
24619,6/23/2019 18:24,"(41.871646482, -87.724008569)",FIRST DEGREE MURDER,TRUE,Official
24620,6/26/2019 17:10,"(41.89720223, -87.725293698)",FIRST DEGREE MURDER,FALSE,Official
24621,6/27/2019 14:57,"(42.007407966, -87.666158586)",FIRST DEGREE MURDER,FALSE,Official
24622,6/28/2019 20:11,"(41.885388355, -87.706929899)",FIRST DEGREE MURDER,FALSE,Official
24627,6/28/2019 8:55,"(41.747370809, -87.550387856)",FIRST DEGREE MURDER,TRUE,Official
24623,6/29/2019 5:45,"(41.89370723, -87.708134126)",FIRST DEGREE MURDER,FALSE,Official
24625,6/29/2019 23:49,"(41.783218289, -87.724109542)",FIRST DEGREE MURDER,FALSE,Official
24624,6/29/2019 15:40,"(41.75515014, -87.651435012)",FIRST DEGREE MURDER,TRUE,Official
24626,6/30/2019 6:04,"(41.855965959, -87.729755273)",FIRST DEGREE MURDER,TRUE,Official
21955,7/3/2015 1:20,"(41.727527094, -87.662827263)",FIRST DEGREE MURDER,TRUE,Official
22143,10/12/2015 3:05,"(41.874077392, -87.674225948)",FIRST DEGREE MURDER,TRUE,Official
5040,5/30/2009 6:15,"(41.968582486, -87.654815321)",FIRST DEGREE MURDER,TRUE,Official
24628,7/2/2019 4:19,"(42.018966968, -87.669084869)",FIRST DEGREE MURDER,FALSE,Official
24629,7/2/2019 2:09,"(41.917679518, -87.757186578)",FIRST DEGREE MURDER,FALSE,Official
24635,7/2/2019 10:11,"(41.901908052, -87.739876314)",FIRST DEGREE MURDER,FALSE,Official
23267,5/1/2017 2:21,"(41.801003003, -87.693137158)",FIRST DEGREE MURDER,TRUE,Official
24630,7/3/2019 17:30,"(41.768087791, -87.62662791)",FIRST DEGREE MURDER,FALSE,Official
24632,7/4/2019 12:17,"(41.895983749, -87.711450684)",FIRST DEGREE MURDER,FALSE,Official
24634,7/5/2019 3:07,"(41.897111946, -87.75075628)",FIRST DEGREE MURDER,FALSE,Official
24636,7/5/2019 19:43,"(41.886717726, -87.755294419)",FIRST DEGREE MURDER,FALSE,Official
24633,7/5/2019 2:55,"(41.817583306, -87.632386508)",FIRST DEGREE MURDER,FALSE,Official
24690,8/12/2019 8:52,"(41.752755244, -87.565040309)",FIRST DEGREE MURDER,TRUE,Official
24016,6/17/2018 13:00,"(41.766453012, -87.687370197)",FIRST DEGREE MURDER,TRUE,Official
24637,7/6/2019 19:43,"(41.884914382, -87.75033461)",FIRST DEGREE MURDER,FALSE,Official
24638,7/7/2019 6:00,"(41.704304835, -87.634306708)",FIRST DEGREE MURDER,TRUE,Official
24371,1/6/2019 0:10,"(41.764064647, -87.659514616)",FIRST DEGREE MURDER,TRUE,Official
24639,7/9/2019 3:59,"(41.894285768, -87.718717474)",FIRST DEGREE MURDER,FALSE,Official
23092,1/19/2017 10:01,"(41.764173033, -87.650448772)",FIRST DEGREE MURDER,TRUE,Official
24421,2/27/2019 12:01,"(41.775652068, -87.640762098)",FIRST DEGREE MURDER,TRUE,Official
24654,5/26/2019 6:35,"(41.864278228, -87.659660218)",FIRST DEGREE MURDER,TRUE,Official
20892,5/24/2013 23:46,"(41.901663577, -87.718958959)",FIRST DEGREE MURDER,TRUE,Official
24641,7/12/2019 17:55,"(41.736392584, -87.621977949)",FIRST DEGREE MURDER,FALSE,Official
24640,7/12/2019 3:34,"(41.729658969, -87.637365697)",FIRST DEGREE MURDER,FALSE,Official
24650,7/12/2019 10:40,"(41.881197451, -87.76653692)",FIRST DEGREE MURDER,FALSE,Official
24644,7/13/2019 15:10,"(41.852868298, -87.63091491)",FIRST DEGREE MURDER,TRUE,Official
24651,7/13/2019 10:15,"(41.753050735, -87.555526554)",FIRST DEGREE MURDER,TRUE,Official
24645,7/13/2019 2:55,"(41.750123609, -87.658583016)",FIRST DEGREE MURDER,FALSE,Official
24646,7/13/2019 23:32,"(41.740347415, -87.553913774)",FIRST DEGREE MURDER,FALSE,Official
24647,7/13/2019 23:45,"(41.740347415, -87.553913774)",FIRST DEGREE MURDER,FALSE,Official
24642,7/13/2019 2:20,"(41.882880585, -87.698023476)",FIRST DEGREE MURDER,FALSE,Official
24643,7/13/2019 3:32,"(41.85943364, -87.661366648)",FIRST DEGREE MURDER,FALSE,Official
24648,7/14/2019 4:11,"(41.860341651, -87.714028096)",FIRST DEGREE MURDER,FALSE,Official
24649,7/14/2019 6:32,"(41.894960427, -87.753460758)",FIRST DEGREE MURDER,FALSE,Official
24652,7/14/2019 18:11,"(41.769049288, -87.576378338)",FIRST DEGREE MURDER,TRUE,Official
24653,7/16/2019 0:50,"(41.684996717, -87.648603163)",FIRST DEGREE MURDER,FALSE,Official
20802,2/12/2013 22:30,"(41.76353058, -87.579309571)",FIRST DEGREE MURDER,FALSE,Official
20242,1/9/2012 12:43,"(41.789497268, -87.672962604)",FIRST DEGREE MURDER,TRUE,Official
23050,12/26/2016 22:30,"(41.813051776, -87.668736983)",FIRST DEGREE MURDER,TRUE,Official
24513,4/27/2019 5:07,"(41.688668592, -87.670121265)",FIRST DEGREE MURDER,TRUE,Official
21161,5/26/2013 5:50,"(41.80952671, -87.633384022)",FIRST DEGREE MURDER,TRUE,Official
20560,8/8/2012 17:15,"(41.6918666, -87.649661671)",FIRST DEGREE MURDER,FALSE,Official
20263,1/23/2012 22:35,"(41.800556105, -87.658685013)",FIRST DEGREE MURDER,FALSE,Official
20738,12/21/2012 13:04,"(41.763553787, -87.599421513)",FIRST DEGREE MURDER,FALSE,Official
21316,9/26/2013 6:26,"(41.908479236, -87.730153567)",FIRST DEGREE MURDER,FALSE,Official
20371,4/17/2012 5:17,"(41.704334583, -87.631083766)",FIRST DEGREE MURDER,TRUE,Official
20831,3/22/2013 21:20,"(41.892234447, -87.717436972)",FIRST DEGREE MURDER,FALSE,Official
21219,8/25/2013 7:00,"(41.718038742, -87.626000739)",FIRST DEGREE MURDER,TRUE,Official
20377,2/22/2012 0:01,"(41.899875717, -87.750819317)",FIRST DEGREE MURDER,TRUE,Official
20877,5/12/2013 11:50,"(41.762550703, -87.573038597)",FIRST DEGREE MURDER,FALSE,Official
24656,7/18/2019 20:40,"(41.758866925, -87.577055116)",FIRST DEGREE MURDER,FALSE,Official
21188,10/27/2013 7:00,"(41.869924732, -87.695996602)",FIRST DEGREE MURDER,FALSE,Official
20932,6/15/2013 12:40,"(41.884218338, -87.681605933)",FIRST DEGREE MURDER,TRUE,Official
20908,4/18/2012 15:30,"(41.689457246, -87.662732131)",FIRST DEGREE MURDER,FALSE,Official
20485,6/27/2012 6:26,"(41.818202578, -87.595859367)",FIRST DEGREE MURDER,FALSE,Official
24655,7/18/2019 4:42,"(41.886341244, -87.712098747)",FIRST DEGREE MURDER,FALSE,Official
24657,7/19/2019 20:31,"(41.702539626, -87.628814568)",FIRST DEGREE MURDER,FALSE,Official
24658,7/20/2019 0:29,"(41.780873262, -87.661824508)",FIRST DEGREE MURDER,TRUE,Official
24659,7/22/2019 23:33,"(41.686132926, -87.638552554)",FIRST DEGREE MURDER,FALSE,Official
24660,7/23/2019 15:09,"(41.699864066, -87.623933281)",FIRST DEGREE MURDER,FALSE,Official
24661,7/24/2019 20:24,"(41.821525619, -87.603551263)",FIRST DEGREE MURDER,TRUE,Official
24305,11/19/2018 21:25,"(41.899559453, -87.754484383)",FIRST DEGREE MURDER,TRUE,Official
24662,7/25/2019 18:37,"(41.831594882, -87.682646388)",FIRST DEGREE MURDER,FALSE,Official
24663,7/25/2019 20:55,"(41.860997913, -87.70300142)",FIRST DEGREE MURDER,FALSE,Official
24664,7/26/2019 22:38,"(41.757564743, -87.634473052)",FIRST DEGREE MURDER,FALSE,Official
24665,7/26/2019 22:36,"(41.757564743, -87.634473052)",FIRST DEGREE MURDER,FALSE,Official
24669,7/27/2019 14:34,"(41.771970728, -87.62347293)",FIRST DEGREE MURDER,TRUE,Official
24670,7/27/2019 20:42,"(41.860134288, -87.732333465)",FIRST DEGREE MURDER,FALSE,Official
24666,7/27/2019 0:50,"(41.894143418, -87.767924691)",FIRST DEGREE MURDER,FALSE,Official
24668,7/27/2019 7:22,"(41.864102036, -87.655833034)",FIRST DEGREE MURDER,FALSE,Official
24667,7/27/2019 5:09,"(41.79410148, -87.660076557)",FIRST DEGREE MURDER,FALSE,Official
24671,7/28/2019 5:12,"(41.862942442, -87.707306891)",FIRST DEGREE MURDER,FALSE,Official
24262,10/31/2018 21:22,"(41.922335521, -87.752095905)",FIRST DEGREE MURDER,TRUE,Official
21410,5/31/2014 23:08,"(41.951391244, -87.715294405)",FIRST DEGREE MURDER,TRUE,Official
21739,1/27/2015 21:00,"(41.802195281, -87.609675541)",FIRST DEGREE MURDER,TRUE,Official
24159,9/2/2018 21:02,"(42.018388759, -87.675898955)",FIRST DEGREE MURDER,TRUE,Official
24504,4/22/2019 17:26,"(41.736286061, -87.641841032)",FIRST DEGREE MURDER,TRUE,Official
24681,7/22/2019 17:31,"(41.765230473, -87.626545636)",FIRST DEGREE MURDER,TRUE,Official
24672,7/31/2019 17:32,"(41.860315864, -87.712809585)",FIRST DEGREE MURDER,FALSE,Official
24673,8/2/2019 13:41,"(41.832972861, -87.69493592)",FIRST DEGREE MURDER,FALSE,Official
20261,1/23/2012 15:53,"(41.770249547, -87.674527403)",FIRST DEGREE MURDER,TRUE,Official
24674,8/3/2019 0:38,"(41.708085623, -87.624751147)",FIRST DEGREE MURDER,FALSE,Official
24675,8/3/2019 2:36,"(41.879296906, -87.741216562)",FIRST DEGREE MURDER,TRUE,Official
24676,8/3/2019 13:56,"(41.761023091, -87.634560148)",FIRST DEGREE MURDER,FALSE,Official
24684,5/16/2019 16:24,"(41.7943228, -87.624781229)",FIRST DEGREE MURDER,TRUE,Official
24678,8/4/2019 18:17,"(41.794775359, -87.673106456)",FIRST DEGREE MURDER,FALSE,Official
24677,8/4/2019 4:17,"(41.856307213, -87.732556505)",FIRST DEGREE MURDER,FALSE,Official
24680,8/5/2019 0:38,"(41.912660986, -87.766141074)",FIRST DEGREE MURDER,FALSE,Official
24679,8/5/2019 22:21,"(41.769899784, -87.629881576)",FIRST DEGREE MURDER,FALSE,Official
24173,6/8/2018 11:19,"(41.778272698, -87.700684836)",FIRST DEGREE MURDER,TRUE,Official
24682,8/7/2019 4:34,"(41.752203876, -87.600360737)",FIRST DEGREE MURDER,TRUE,Official
24683,8/7/2019 18:35,"(41.743643433, -87.561246472)",FIRST DEGREE MURDER,FALSE,Official
24687,8/10/2019 15:20,"(41.848054645, -87.711819672)",FIRST DEGREE MURDER,FALSE,Official
24688,8/10/2019 18:49,"(41.89551514, -87.710559023)",FIRST DEGREE MURDER,TRUE,Official
24686,8/10/2019 13:35,"(41.73871167, -87.552680462)",FIRST DEGREE MURDER,FALSE,Official
24685,8/10/2019 2:34,"(41.892563186, -87.707686182)",FIRST DEGREE MURDER,FALSE,Official
24689,8/11/2019 3:29,"(41.821436658, -87.61249664)",FIRST DEGREE MURDER,FALSE,Official
24691,8/14/2019 4:42,"(41.752865122, -87.563825944)",FIRST DEGREE MURDER,FALSE,Official
24692,8/15/2019 19:30,"(41.78379134, -87.620966612)",FIRST DEGREE MURDER,TRUE,Official
24694,8/16/2019 16:42,"(41.866539497, -87.734982912)",FIRST DEGREE MURDER,FALSE,Official
24693,8/16/2019 19:55,"(41.866539497, -87.734982912)",FIRST DEGREE MURDER,FALSE,Official
24147,8/25/2018 12:00,"(41.809436954, -87.613093359)",FIRST DEGREE MURDER,TRUE,Official
24695,8/17/2019 4:37,"(41.90912332, -87.712495097)",FIRST DEGREE MURDER,FALSE,Official
24697,8/18/2019 19:52,"(41.715427321, -87.52935993)",FIRST DEGREE MURDER,FALSE,Official
24696,8/18/2019 4:52,"(41.80113088, -87.619384581)",FIRST DEGREE MURDER,FALSE,Official
24698,8/19/2019 23:13,"(41.778730533, -87.68728733)",FIRST DEGREE MURDER,FALSE,Official
20565,8/13/2012 22:32,"(41.789793556, -87.655978004)",FIRST DEGREE MURDER,TRUE,Official
24699,8/20/2019 21:14,"(41.73609565, -87.604808666)",FIRST DEGREE MURDER,FALSE,Official
24700,8/20/2019 23:24,"(41.782546651, -87.640915234)",FIRST DEGREE MURDER,FALSE,Official
24811,10/22/2019 23:51,"(41.789353269, -87.674170494)",FIRST DEGREE MURDER,FALSE,Official
24701,8/22/2019 0:02,"(41.790086602, -87.653554734)",FIRST DEGREE MURDER,FALSE,Official
24702,8/23/2019 0:50,"(41.87802667, -87.721906346)",FIRST DEGREE MURDER,FALSE,Official
24703,8/23/2019 20:57,"(41.897074192, -87.732773279)",FIRST DEGREE MURDER,TRUE,Official
24706,8/24/2019 19:16,"(41.820175724, -87.621084441)",FIRST DEGREE MURDER,FALSE,Official
24705,8/24/2019 17:13,"(41.891753676, -87.719388155)",FIRST DEGREE MURDER,FALSE,Official
24704,8/24/2019 0:42,"(41.721192538, -87.595969656)",FIRST DEGREE MURDER,FALSE,Official
24707,8/24/2019 14:45,"(41.893725391, -87.766628178)",FIRST DEGREE MURDER,FALSE,Official
24710,8/25/2019 21:59,"(41.87484722, -87.706841907)",FIRST DEGREE MURDER,FALSE,Official
24708,8/25/2019 17:12,"(41.850570565, -87.733388313)",FIRST DEGREE MURDER,TRUE,Official
24709,8/25/2019 4:44,"(41.745205818, -87.603796917)",FIRST DEGREE MURDER,FALSE,Official
24711,8/26/2019 15:30,"(41.885433677, -87.725060094)",FIRST DEGREE MURDER,FALSE,Official
19711,12/13/2010 2:02,"(41.789649698, -87.674178458)",FIRST DEGREE MURDER,TRUE,Official
24319,11/30/2018 13:52,"(41.898270042, -87.717625081)",FIRST DEGREE MURDER,TRUE,Official
24712,8/28/2019 13:42,"(41.873882904, -87.686840358)",FIRST DEGREE MURDER,FALSE,Official
24713,8/28/2019 16:18,"(41.791476432, -87.67544687)",FIRST DEGREE MURDER,FALSE,Official
24714,8/29/2019 0:56,"(41.900441318, -87.753587489)",FIRST DEGREE MURDER,FALSE,Official
24715,8/29/2019 8:34,"(41.798444234, -87.617180944)",FIRST DEGREE MURDER,TRUE,Official
24716,8/29/2019 18:40,"(41.702770631, -87.622209499)",FIRST DEGREE MURDER,FALSE,Official
24538,5/13/2019 23:30,"(41.8629147, -87.709774147)",FIRST DEGREE MURDER,TRUE,Official
24717,8/30/2019 13:36,"(41.760165287, -87.686788178)",FIRST DEGREE MURDER,FALSE,Official
24718,8/31/2019 1:03,"(41.736675238, -87.545820662)",FIRST DEGREE MURDER,FALSE,Official
24722,8/31/2019 18:31,"(41.764295943, -87.666231019)",FIRST DEGREE MURDER,FALSE,Official
24721,8/31/2019 18:28,"(41.764295943, -87.666231019)",FIRST DEGREE MURDER,FALSE,Official
24720,8/31/2019 8:52,"(41.879335159, -87.758467514)",FIRST DEGREE MURDER,FALSE,Official
24719,8/31/2019 5:21,"(41.908269183, -87.708322693)",FIRST DEGREE MURDER,FALSE,Official
24724,9/1/2019 3:12,"(41.78345662, -87.610872595)",FIRST DEGREE MURDER,FALSE,Official
24723,9/1/2019 2:35,"(41.881710958, -87.753411648)",FIRST DEGREE MURDER,FALSE,Official
24725,9/1/2019 4:25,"(41.78628072, -87.70121479)",FIRST DEGREE MURDER,FALSE,Official
19106,9/28/2009 19:27,"(41.888658688, -87.748941709)",FIRST DEGREE MURDER,TRUE,Official
24728,9/2/2019 20:08,"(41.758365623, -87.561509844)",FIRST DEGREE MURDER,FALSE,Official
24726,9/3/2019 2:11,"(41.73887651, -87.650991641)",FIRST DEGREE MURDER,FALSE,Official
24727,9/3/2019 9:00,"(41.859950194, -87.709138509)",FIRST DEGREE MURDER,FALSE,Official
24543,5/16/2019 1:00,"(41.971041686, -87.708547831)",FIRST DEGREE MURDER,TRUE,Official
24729,9/4/2019 2:23,"(41.855190551, -87.623871195)",FIRST DEGREE MURDER,FALSE,Official
23841,2/25/2018 3:56,"(41.880995627, -87.771819255)",FIRST DEGREE MURDER,TRUE,Official
24809,10/22/2019 17:53,"(41.89843848, -87.769664609)",FIRST DEGREE MURDER,FALSE,Official
22488,5/9/2016 0:01,"(41.769793473, -87.648164031)",FIRST DEGREE MURDER,TRUE,Official
24731,9/7/2019 6:56,"(41.836893508, -87.72355671)",FIRST DEGREE MURDER,FALSE,Official
24741,8/27/2019 6:40,"(41.678038746, -87.621771684)",FIRST DEGREE MURDER,FALSE,Official
24730,9/7/2019 6:10,"(41.850883366, -87.707663065)",FIRST DEGREE MURDER,FALSE,Official
22930,11/6/2016 23:37,"(41.743182732, -87.605010707)",FIRST DEGREE MURDER,TRUE,Official
24735,9/8/2019 23:32,"(41.897203228, -87.760720508)",FIRST DEGREE MURDER,FALSE,Official
24732,9/8/2019 6:38,"(41.9203106, -87.69136176)",FIRST DEGREE MURDER,TRUE,Official
24734,9/8/2019 21:54,"(41.799732456, -87.648420994)",FIRST DEGREE MURDER,FALSE,Official
24733,9/8/2019 19:24,"(41.794527267, -87.715839258)",FIRST DEGREE MURDER,FALSE,Official
24736,9/9/2019 3:45,"(41.759355486, -87.55812601)",FIRST DEGREE MURDER,FALSE,Official
24737,9/9/2019 21:36,"(41.701988889, -87.540092009)",FIRST DEGREE MURDER,FALSE,Official
24400,2/9/2019 0:07,"(41.884156374, -87.672682817)",FIRST DEGREE MURDER,TRUE,Official
24738,9/10/2019 1:25,"(41.80716827, -87.743142974)",FIRST DEGREE MURDER,FALSE,Official
24739,9/10/2019 2:11,"(41.859425387, -87.661363064)",FIRST DEGREE MURDER,FALSE,Official
24740,9/11/2019 14:48,"(41.760813522, -87.565603941)",FIRST DEGREE MURDER,FALSE,Official
24742,9/12/2019 0:25,"(41.786101822, -87.638860285)",FIRST DEGREE MURDER,FALSE,Official
24747,9/13/2019 17:30,"(41.744213662, -87.642635417)",FIRST DEGREE MURDER,FALSE,Official
24745,9/13/2019 23:50,"(41.784757558, -87.629015193)",FIRST DEGREE MURDER,FALSE,Official
24743,9/13/2019 20:22,"(41.93872425, -87.754854391)",FIRST DEGREE MURDER,FALSE,Official
24744,9/13/2019 21:32,"(41.828755455, -87.621712165)",FIRST DEGREE MURDER,FALSE,Official
11741456,6/30/2019 12:00,"(41.715883203, -87.574610766)",RECKLESS HOMICIDE,TRUE,Official
24746,9/14/2019 2:27,"(41.8904458, -87.751764409)",FIRST DEGREE MURDER,FALSE,Official
24750,9/14/2019 15:15,"(41.693717233, -87.658645623)",FIRST DEGREE MURDER,FALSE,Official
24749,9/14/2019 6:29,"(41.85596047, -87.729755324)",FIRST DEGREE MURDER,FALSE,Official
24748,9/14/2019 2:56,"(41.74275371, -87.646300658)",FIRST DEGREE MURDER,FALSE,Official
24810,10/22/2019 23:51,"(41.789668907, -87.674178261)",FIRST DEGREE MURDER,FALSE,Official
24752,9/16/2019 4:38,"(41.953144111, -87.786568029)",FIRST DEGREE MURDER,FALSE,Official
24751,9/16/2019 1:12,"(41.894539497, -87.713844747)",FIRST DEGREE MURDER,FALSE,Official
1539,6/12/2002 7:30,"(41.970251161, -87.654849094)",FIRST DEGREE MURDER,TRUE,Official
23828,2/18/2018 6:21,"(41.751972552, -87.734193722)",FIRST DEGREE MURDER,TRUE,Official
24470,4/6/2019 16:25,"(41.687128541, -87.664828494)",FIRST DEGREE MURDER,TRUE,Official
24754,9/18/2019 18:02,"(41.880660786, -87.731186405)",FIRST DEGREE MURDER,FALSE,Official
24753,9/18/2019 15:21,"(41.880660786, -87.731186405)",FIRST DEGREE MURDER,FALSE,Official
24755,9/18/2019 16:33,"(41.880660786, -87.731186405)",FIRST DEGREE MURDER,FALSE,Official
22523,6/4/2016 5:58,"(41.778644591, -87.670276573)",FIRST DEGREE MURDER,TRUE,Official
